masse,CO2,dimension,cylindrée,puissance,autonomie électrique,fuel mode,fuel type
2150.0,A,2865.0,1969.0,228.0,77.0,P,petrol/electric
2150.0,A,2865.0,1969.0,228.0,69.0,P,petrol/electric
2150.0,A,2865.0,1969.0,228.0,77.0,P,petrol/electric
2150.0,A,2865.0,1969.0,228.0,76.0,P,petrol/electric
2150.0,A,2865.0,1969.0,228.0,69.0,P,petrol/electric
2220.0,E,2865.0,1969.0,173.0,0.0,M,diesel
2220.0,E,2865.0,1969.0,173.0,0.0,M,diesel
2220.0,E,2865.0,1969.0,173.0,2.0,H,diesel
2220.0,E,2865.0,1969.0,173.0,2.0,H,diesel
2203.0,E,2865.0,1969.0,173.0,2.0,H,diesel
2220.0,E,2865.0,1969.0,173.0,2.0,H,diesel
2203.0,E,2865.0,1969.0,173.0,0.0,M,diesel
2220.0,E,2865.0,1969.0,173.0,0.0,M,diesel
2203.0,E,2865.0,1969.0,173.0,0.0,M,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
2050.0,E,2865.0,1969.0,145.0,0.0,M,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,173.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,180.0,2.0,H,diesel
2050.0,E,2865.0,1969.0,140.0,0.0,M,diesel
1967.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,D,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1967.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,D,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1912.0,E,2865.0,1969.0,145.0,2.0,H,diesel
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,180.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1915.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,184.0,2.0,H,petrol
1574.0,E,2702.0,1477.0,120.0,0.0,M,petrol
1574.0,E,2702.0,1477.0,120.0,0.0,M,petrol
1625.0,E,2702.0,1477.0,120.0,0.0,M,petrol
1625.0,E,2702.0,1477.0,120.0,0.0,M,petrol
1812.0,A,2702.0,1477.0,132.0,43.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,43.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,44.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,42.0,P,petrol/electric
1812.0,A,2702.0,1477.0,143.0,42.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,42.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,43.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,42.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,44.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,45.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,45.0,P,petrol/electric
1812.0,A,2702.0,1477.0,132.0,44.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,44.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,43.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,43.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,44.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,42.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,42.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,43.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,45.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,45.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,45.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,44.0,P,petrol/electric
1812.0,A,2702.0,1477.0,95.0,44.0,P,petrol/electric
1688.0,D,2702.0,1969.0,120.0,2.0,H,petrol
1688.0,D,2702.0,1969.0,145.0,2.0,H,petrol
1688.0,D,2702.0,1969.0,145.0,2.0,H,petrol
1688.0,D,2702.0,1969.0,145.0,2.0,H,petrol
1735.0,E,2702.0,1969.0,145.0,2.0,H,petrol
1688.0,D,2702.0,1969.0,145.0,2.0,H,petrol
1688.0,D,2702.0,1969.0,145.0,2.0,H,petrol
1735.0,E,2702.0,1969.0,145.0,2.0,H,petrol
1688.0,D,2702.0,1969.0,145.0,2.0,H,petrol
1775.0,E,2702.0,1969.0,184.0,2.0,H,petrol
1775.0,E,2702.0,1969.0,184.0,2.0,H,petrol
1775.0,E,2702.0,1969.0,184.0,2.0,H,petrol
1580.0,E,2702.0,1477.0,95.0,0.0,M,petrol
1625.0,E,2702.0,1477.0,95.0,0.0,M,petrol
1625.0,E,2702.0,1477.0,95.0,0.0,M,petrol
1625.0,E,2702.0,1477.0,95.0,0.0,M,petrol
1625.0,E,2702.0,1477.0,95.0,0.0,M,petrol
1580.0,D,2702.0,1477.0,95.0,0.0,M,petrol
1580.0,D,2702.0,1477.0,95.0,0.0,M,petrol
1580.0,E,2702.0,1477.0,95.0,0.0,M,petrol
1580.0,D,2702.0,1477.0,95.0,0.0,M,petrol
1580.0,E,2702.0,1477.0,95.0,0.0,M,petrol
1580.0,E,2702.0,1477.0,95.0,0.0,M,petrol
1880.0,E,2872.0,1969.0,220.0,2.0,H,petrol
2064.0,A,2872.0,1969.0,186.0,87.0,P,petrol/electric
2064.0,A,2872.0,1969.0,186.0,88.0,P,petrol/electric
2064.0,A,2872.0,1969.0,186.0,86.0,P,petrol/electric
2064.0,A,2872.0,1969.0,186.0,87.0,P,petrol/electric
2064.0,A,2872.0,1969.0,186.0,85.0,P,petrol/electric
2064.0,A,2872.0,1969.0,228.0,80.0,P,petrol/electric
2064.0,A,2872.0,1969.0,228.0,82.0,P,petrol/electric
2064.0,A,2872.0,1969.0,228.0,86.0,P,petrol/electric
2064.0,A,2872.0,1969.0,228.0,87.0,P,petrol/electric
2064.0,A,2872.0,1969.0,228.0,83.0,P,petrol/electric
2064.0,A,2872.0,1969.0,228.0,88.0,P,petrol/electric
2064.0,A,2872.0,1969.0,228.0,87.0,P,petrol/electric
2064.0,A,2872.0,1969.0,228.0,85.0,P,petrol/electric
1803.0,D,2872.0,1969.0,162.0,2.0,H,diesel
1803.0,D,2872.0,1969.0,145.0,2.0,H,diesel
1803.0,D,2872.0,1969.0,145.0,2.0,H,diesel
1803.0,D,2872.0,1969.0,145.0,2.0,H,diesel
1803.0,D,2872.0,1969.0,145.0,2.0,H,diesel
1803.0,D,2872.0,1969.0,145.0,2.0,H,diesel
1803.0,D,2872.0,1969.0,145.0,2.0,H,diesel
1734.0,D,2872.0,1969.0,120.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,120.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,120.0,2.0,H,petrol
1734.0,C,2872.0,1969.0,120.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1734.0,D,2872.0,1969.0,145.0,2.0,H,petrol
1870.0,E,2872.0,1969.0,184.0,2.0,H,petrol
1777.0,E,2872.0,1969.0,184.0,2.0,H,petrol
1870.0,E,2872.0,1969.0,184.0,2.0,H,petrol
1870.0,E,2872.0,1969.0,184.0,2.0,H,petrol
1777.0,E,2872.0,1969.0,184.0,2.0,H,petrol
1777.0,D,2872.0,1969.0,184.0,2.0,H,petrol
1924.0,D,2875.0,1969.0,145.0,2.0,H,diesel
1924.0,D,2875.0,1969.0,145.0,2.0,H,diesel
1924.0,D,2875.0,1969.0,145.0,2.0,H,diesel
1924.0,D,2875.0,1969.0,145.0,2.0,H,diesel
1924.0,E,2875.0,1969.0,145.0,2.0,H,diesel
1924.0,D,2875.0,1969.0,145.0,2.0,H,diesel
1675.0,G,2650.0,3902.0,530.0,0.0,M,petrol
1865.0,G,2720.0,6496.0,585.0,0.0,M,petrol
1655.0,G,2670.0,3855.0,456.0,0.0,M,petrol
1924.0,D,2875.0,1969.0,162.0,2.0,H,diesel
1924.0,D,2875.0,1969.0,162.0,2.0,H,diesel
1886.0,E,2875.0,1969.0,184.0,2.0,H,petrol
1886.0,E,2875.0,1969.0,184.0,2.0,H,petrol
1886.0,E,2875.0,1969.0,184.0,2.0,H,petrol
1886.0,E,2875.0,1969.0,184.0,2.0,H,petrol
1886.0,E,2875.0,1969.0,184.0,2.0,H,petrol
1935.0,A,2636.0,1332.0,96.0,47.0,P,petrol/electric
1935.0,A,2636.0,1332.0,132.0,48.0,P,petrol/electric
1935.0,A,2636.0,1332.0,132.0,47.0,P,petrol/electric
1935.0,A,2636.0,1332.0,132.0,49.0,P,petrol/electric
1935.0,A,2636.0,1332.0,132.0,48.0,P,petrol/electric
1632.0,G,2700.0,2992.0,463.0,0.0,M,petrol
1735.0,F,2820.0,2891.0,375.0,0.0,M,petrol
1735.0,F,2820.0,2891.0,375.0,0.0,M,petrol
1520.0,E,2820.0,1995.0,148.0,0.0,M,petrol
1520.0,D,2820.0,1995.0,148.0,0.0,M,petrol
1655.0,F,2820.0,2891.0,397.0,0.0,M,petrol
1680.0,F,2820.0,2891.0,397.0,0.0,M,petrol
1620.0,E,2820.0,1995.0,206.0,0.0,M,petrol
1620.0,E,2820.0,1995.0,206.0,0.0,M,petrol
1620.0,E,2820.0,1995.0,206.0,0.0,M,petrol
1600.0,C,2636.0,1469.0,96.0,2.0,H,petrol
1600.0,C,2636.0,1469.0,117.0,2.0,H,petrol
1600.0,C,2636.0,1469.0,117.0,2.0,H,petrol
1755.0,E,2818.0,1995.0,206.0,0.0,M,petrol
1755.0,E,2818.0,1995.0,206.0,0.0,M,petrol
1925.0,G,2818.0,2891.0,375.0,0.0,M,petrol
1755.0,E,2818.0,1995.0,148.0,0.0,M,petrol
1140.0,D,2300.0,1368.0,121.0,0.0,M,petrol
1120.0,D,2300.0,1368.0,107.0,0.0,M,petrol
1120.0,D,2300.0,1368.0,107.0,0.0,M,petrol
1165.0,D,2300.0,1368.0,121.0,0.0,M,petrol
1140.0,D,2300.0,1368.0,121.0,0.0,M,petrol
1165.0,D,2300.0,1368.0,121.0,0.0,M,petrol
1165.0,D,2300.0,1368.0,132.0,0.0,M,petrol
1058.0,B,2300.0,999.0,52.0,2.0,H,petrol
1076.0,B,2300.0,999.0,52.0,2.0,H,petrol
1075.0,B,2300.0,999.0,52.0,2.0,H,petrol
1055.0,B,2300.0,999.0,52.0,2.0,H,petrol
1033.0,B,2300.0,999.0,52.0,2.0,H,petrol
1033.0,B,2300.0,999.0,52.0,2.0,H,petrol
1050.0,B,2300.0,999.0,52.0,2.0,H,petrol
1050.0,B,2300.0,999.0,52.0,2.0,H,petrol
1315.0,C,2638.0,999.0,73.0,0.0,M,petrol
1315.0,C,2638.0,999.0,73.0,0.0,M,petrol
1335.0,C,2638.0,999.0,73.0,0.0,M,petrol
1345.0,C,2638.0,999.0,73.0,0.0,M,petrol
1470.0,B,2638.0,1598.0,96.0,0.0,M,diesel
1455.0,B,2638.0,1469.0,96.0,2.0,H,petrol
1750.0,G,2670.0,3855.0,456.0,0.0,M,petrol
1740.0,G,2720.0,6496.0,607.0,0.0,M,petrol
1605.0,G,2650.0,3902.0,530.0,0.0,M,petrol
1820.0,D,2649.0,3990.0,574.0,19.0,P,petrol/electric
1905.0,E,2649.0,3990.0,574.0,19.0,P,petrol/electric
1925.0,D,2649.0,3990.0,574.0,23.0,P,petrol/electric
1735.0,D,2600.0,2992.0,488.0,16.0,P,petrol/electric
1525.0,G,2620.0,5204.0,470.0,0.0,M,petrol
1780.0,G,2700.0,6498.0,574.0,2.0,H,petrol
1572.0,G,2620.0,5204.0,449.0,0.0,M,petrol
1740.0,G,2700.0,6498.0,574.0,0.0,M,petrol
1727.0,G,2620.0,5204.0,470.0,0.0,M,petrol
1692.0,G,2620.0,5204.0,449.0,0.0,M,petrol
1790.0,G,2700.0,6498.0,574.0,0.0,M,petrol
2272.0,G,3003.0,3996.0,478.0,0.0,M,petrol
2192.0,A,2681.0,1498.0,147.0,60.0,P,petrol/electric
1673.0,E,2786.0,1968.0,147.0,0.0,M,diesel
1730.0,C,2690.0,2487.0,131.0,2.0,H,petrol
1316.0,C,2650.0,998.0,88.0,0.0,M,petrol
1900.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1683.0,E,2786.0,1968.0,147.0,0.0,M,diesel
1387.0,B,2667.0,999.0,81.0,2.0,H,petrol
1575.0,E,2700.0,1998.0,121.0,0.0,M,petrol
1580.0,C,2640.0,1987.0,112.0,2.0,H,petrol
1481.0,D,2655.0,1998.0,110.0,2.0,H,petrol
2222.0,A,2874.0,1997.0,221.0,48.0,P,petrol/electric
1335.0,B,2560.0,1490.0,68.0,2.0,H,petrol
2500.0,F,3135.0,2925.0,210.0,0.0,M,diesel
1735.0,E,2678.0,1968.0,147.0,0.0,M,diesel
2275.0,F,2999.0,2967.0,210.0,2.0,H,diesel
1474.0,B,2720.0,1580.0,77.0,2.0,H,petrol
2615.0,A,2923.0,1997.0,221.0,39.0,P,petrol/electric
1880.0,E,2851.0,2998.0,275.0,2.0,H,petrol
2626.0,G,3197.0,4395.0,390.0,0.0,M,petrol
1770.0,G,2650.0,5204.0,419.0,0.0,M,petrol
1650.0,C,2830.0,1984.0,125.0,0.0,M,ng
1917.0,E,2765.0,1598.0,132.0,2.0,H,petrol
2440.0,A,3216.0,2999.0,270.0,97.0,P,petrol/electric
2202.0,A,2681.0,1498.0,147.0,55.0,P,petrol/electric
1730.0,C,2690.0,2487.0,131.0,2.0,H,petrol
1950.0,F,3023.0,2998.0,245.0,0.0,M,petrol
2642.0,E,3984.0,1969.0,173.0,2.0,H,diesel
1435.0,G,2770.0,6499.0,747.0,2.0,H,petrol
2175.0,G,2931.0,3996.0,441.0,2.0,H,petrol
1820.0,A,2800.0,1598.0,133.0,58.0,P,petrol/electric
1735.0,C,2690.0,2487.0,131.0,2.0,H,petrol
1832.0,E,2872.0,1969.0,184.0,2.0,H,petrol
1710.0,E,2931.0,1984.0,150.0,2.0,H,petrol
2348.0,G,2851.0,5950.0,485.0,0.0,M,petrol
1300.0,B,2517.0,1498.0,80.0,2.0,H,petrol
1461.0,B,2672.0,1498.0,96.0,0.0,M,ng
974.0,B,2400.0,998.0,49.0,0.0,M,petrol
1865.0,D,2690.0,2487.0,140.0,2.0,H,petrol
1721.0,E,2745.0,2498.0,124.0,0.0,M,petrol
1609.0,D,2629.0,1968.0,110.0,0.0,M,diesel
1327.0,B,2520.0,1498.0,80.0,2.0,H,petrol
2512.0,G,3194.0,5950.0,467.0,0.0,M,petrol
1715.0,G,2450.0,3745.0,427.0,0.0,M,petrol
1832.0,E,2872.0,1969.0,184.0,2.0,H,petrol
1594.0,A,2700.0,1580.0,77.0,49.0,P,petrol/electric
2070.0,E,3023.0,2993.0,250.0,2.0,H,diesel
1445.0,C,2700.0,1987.0,112.0,2.0,H,petrol
1604.0,D,2786.0,1968.0,147.0,0.0,M,diesel
2245.0,F,3430.0,1950.0,140.0,0.0,M,diesel
1502.0,D,2836.0,1498.0,110.0,0.0,M,petrol
1845.0,E,2939.0,1950.0,143.0,0.0,M,diesel
1709.0,D,2680.0,1598.0,132.0,2.0,H,petrol
2192.0,A,2681.0,1498.0,147.0,60.0,P,petrol/electric
2405.0,G,3194.0,3996.0,404.0,0.0,M,petrol
2175.0,E,2790.0,3456.0,193.0,2.0,H,petrol
1996.0,F,2874.0,1997.0,184.0,0.0,M,petrol
1890.0,E,2873.0,1991.0,145.0,2.0,H,petrol
1912.0,D,2941.0,1969.0,173.0,2.0,H,diesel
2274.0,F,3750.0,1995.0,96.0,0.0,M,diesel
2133.0,E,2941.0,1969.0,220.0,2.0,H,petrol
2585.0,G,2997.0,4395.0,390.0,0.0,M,petrol
2265.0,F,2995.0,2925.0,243.0,0.0,M,diesel
2275.0,F,3001.0,2967.0,170.0,2.0,H,diesel
2410.0,G,2849.0,3996.0,404.0,0.0,M,petrol
1160.0,E,2520.0,2998.0,250.0,0.0,M,petrol
1954.0,A,2734.0,1477.0,132.0,75.0,P,petrol/electric
1954.0,A,2734.0,1477.0,132.0,69.0,P,petrol/electric
1474.0,A,2720.0,1580.0,77.0,2.0,H,petrol
1594.0,A,2720.0,1580.0,77.0,61.0,P,petrol/electric
1594.0,A,2720.0,1580.0,77.0,65.0,P,petrol/electric
1594.0,A,2720.0,1580.0,77.0,65.0,P,petrol/electric
2420.0,A,2742.0,1969.0,227.0,59.0,P,petrol/electric
1850.0,A,2722.0,1490.0,119.0,52.0,P,petrol/electric
1912.0,D,2941.0,1969.0,173.0,2.0,H,diesel
1935.0,E,2941.0,1969.0,220.0,2.0,H,petrol
1935.0,E,2941.0,1969.0,220.0,2.0,H,petrol
1935.0,E,2941.0,1969.0,220.0,2.0,H,petrol
2094.0,A,2941.0,1969.0,223.0,58.0,P,petrol/electric
2094.0,A,2941.0,1969.0,223.0,58.0,P,petrol/electric
2094.0,A,2941.0,1969.0,223.0,58.0,P,petrol/electric
2119.0,A,2941.0,1969.0,228.0,87.0,P,petrol/electric
2119.0,A,2941.0,1969.0,228.0,86.0,P,petrol/electric
2119.0,A,2941.0,1969.0,228.0,87.0,P,petrol/electric
2119.0,A,2941.0,1969.0,228.0,88.0,P,petrol/electric
1912.0,E,2941.0,1969.0,173.0,2.0,H,diesel
1912.0,E,2941.0,1969.0,173.0,2.0,H,diesel
1912.0,D,2941.0,1969.0,173.0,2.0,H,diesel
1912.0,D,2941.0,1969.0,173.0,2.0,H,diesel
1912.0,E,2941.0,1969.0,173.0,2.0,H,diesel
1912.0,D,2941.0,1969.0,173.0,2.0,H,diesel
1912.0,D,2941.0,1969.0,180.0,2.0,H,diesel
1816.0,E,2941.0,1969.0,183.0,2.0,H,petrol
1912.0,D,2941.0,1969.0,173.0,2.0,H,diesel
1912.0,D,2941.0,1969.0,180.0,2.0,H,diesel
1816.0,D,2941.0,1969.0,183.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,145.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,145.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,145.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,145.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,145.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,145.0,2.0,H,petrol
1825.0,E,2941.0,1969.0,184.0,2.0,H,petrol
1825.0,E,2941.0,1969.0,184.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,184.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,184.0,2.0,H,petrol
1825.0,D,2941.0,1969.0,184.0,2.0,H,petrol
1816.0,E,2941.0,1969.0,183.0,2.0,H,petrol
2162.0,A,2865.0,1969.0,235.0,50.0,P,petrol/electric
2169.0,A,2865.0,1969.0,186.0,50.0,P,petrol/electric
2169.0,A,2865.0,1969.0,186.0,50.0,P,petrol/electric
2169.0,A,2865.0,1969.0,223.0,50.0,P,petrol/electric
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1869.0,E,2865.0,1969.0,145.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,F,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,F,2865.0,1969.0,183.0,2.0,H,petrol
1911.0,E,2865.0,1969.0,183.0,2.0,H,petrol
1766.0,E,2702.0,1969.0,183.0,0.0,M,petrol
1633.0,E,2702.0,1477.0,110.0,0.0,M,petrol
1633.0,E,2702.0,1477.0,110.0,0.0,M,petrol
1633.0,E,2702.0,1477.0,110.0,0.0,M,petrol
1633.0,E,2702.0,1477.0,110.0,0.0,M,petrol
1633.0,E,2702.0,1477.0,110.0,0.0,M,petrol
950.0,B,2450.0,1193.0,52.0,0.0,M,petrol
1190.0,B,2580.0,998.0,74.0,2.0,H,petrol
1190.0,C,2580.0,998.0,74.0,2.0,H,petrol
1088.0,C,2580.0,1197.0,62.0,0.0,M,petrol
1190.0,C,2580.0,998.0,88.0,2.0,H,petrol
996.0,B,2425.0,998.0,49.0,0.0,M,petrol
996.0,B,2425.0,998.0,49.0,0.0,M,petrol
996.0,B,2425.0,998.0,49.0,0.0,M,petrol
999.0,C,2425.0,998.0,49.0,0.0,M,petrol
999.0,B,2425.0,998.0,49.0,0.0,M,petrol
999.0,C,2425.0,998.0,49.0,0.0,M,petrol
1445.0,B,2700.0,1798.0,72.0,2.0,H,petrol
1494.0,G,2670.0,3994.0,530.0,0.0,M,petrol
1543.0,G,2670.0,3994.0,530.0,0.0,M,petrol
1463.0,G,2670.0,3994.0,563.0,0.0,M,petrol
1603.0,G,2675.0,3994.0,456.0,0.0,M,petrol
1344.0,G,2670.0,3994.0,600.0,0.0,M,petrol
1364.0,G,2670.0,3994.0,600.0,0.0,M,petrol
2580.0,A,3194.0,2894.0,306.0,41.0,P,petrol/electric
1945.0,G,2805.0,3982.0,394.0,0.0,M,petrol
1920.0,G,2805.0,5204.0,533.0,0.0,M,petrol
2020.0,G,2805.0,5204.0,533.0,0.0,M,petrol
1760.0,G,2705.0,3982.0,394.0,0.0,M,petrol
1760.0,G,2705.0,3982.0,375.0,0.0,M,petrol
1820.0,G,2705.0,3982.0,394.0,0.0,M,petrol
1820.0,G,2705.0,3982.0,375.0,0.0,M,petrol
2320.0,G,3060.0,3982.0,405.0,0.0,M,petrol
2320.0,G,3060.0,3982.0,520.0,0.0,M,petrol
570.0,B,2225.0,658.0,63.0,0.0,M,petrol
700.0,E,2225.0,1999.0,177.0,0.0,M,petrol
725.0,E,2305.0,1999.0,177.0,0.0,M,petrol
2720.0,A,2995.0,2995.0,250.0,40.0,P,petrol/electric
2482.0,G,2995.0,3996.0,404.0,0.0,M,petrol
2571.0,G,3175.0,3996.0,404.0,0.0,M,petrol
1286.0,C,2636.0,999.0,84.0,0.0,M,petrol
1286.0,D,2636.0,999.0,84.0,0.0,M,petrol
1286.0,C,2636.0,999.0,84.0,0.0,M,petrol
1262.0,C,2636.0,999.0,84.0,0.0,M,petrol
1286.0,C,2636.0,999.0,84.0,0.0,M,petrol
1160.0,E,2520.0,2998.0,250.0,0.0,M,petrol
1115.0,D,2520.0,1998.0,190.0,0.0,M,petrol
1119.0,E,2520.0,1998.0,190.0,0.0,M,petrol
2222.0,A,2874.0,1997.0,221.0,50.0,P,petrol/electric
2222.0,A,2874.0,1997.0,221.0,51.0,P,petrol/electric
2222.0,A,2874.0,1997.0,221.0,50.0,P,petrol/electric
2222.0,A,2874.0,1997.0,221.0,51.0,P,petrol/electric
2202.0,A,2681.0,1498.0,147.0,60.0,P,petrol/electric
1809.0,D,2835.0,1998.0,150.0,2.0,H,diesel
1971.0,D,2960.0,1998.0,150.0,2.0,H,diesel
1903.0,F,2622.0,5000.0,423.0,0.0,M,petrol
1911.0,F,2622.0,5000.0,423.0,0.0,M,petrol
1903.0,F,2622.0,5000.0,331.0,0.0,M,petrol
1679.0,F,2622.0,1997.0,221.0,0.0,M,petrol
1701.0,F,2622.0,1997.0,221.0,0.0,M,petrol
1679.0,F,2622.0,1997.0,221.0,0.0,M,petrol
1701.0,F,2622.0,1997.0,221.0,0.0,M,petrol
1843.0,F,2622.0,5000.0,331.0,0.0,M,petrol
1713.0,F,2622.0,1997.0,221.0,0.0,M,petrol
2810.0,A,2997.0,2996.0,294.0,59.0,P,petrol/electric
2735.0,A,2997.0,2996.0,294.0,59.0,P,petrol/electric
2026.0,E,2741.0,1998.0,150.0,2.0,H,diesel
2229.0,A,2741.0,1498.0,147.0,55.0,P,petrol/electric
2229.0,A,2741.0,1498.0,147.0,58.0,P,petrol/electric
2312.0,G,2587.0,2996.0,294.0,2.0,H,petrol
2406.0,F,2587.0,2997.0,147.0,2.0,H,diesel
2678.0,G,3022.0,4999.0,386.0,0.0,M,petrol
2431.0,G,3022.0,2996.0,294.0,2.0,H,petrol
2431.0,G,3022.0,2996.0,294.0,2.0,H,petrol
